Item_id,Category,Item_Name,Price,description,image,available,image_width,image_height,image_size_kb
1,Breakfast,Idly,,morning,https://recipes.timesofindia.com/photo/54714946.cms,True,450,450,30.1
2,Breakfast,Plain Dosai,,"morning, evening, night",https://ts1.mm.bing.net/th?id=OIP.6sNaObj8nEOB0uie8gW5uQAAAA&pid=15.1,True,400,400,57.8
3,Breakfast,Egg Dosai,,"morning, evening, night",https://ts4.mm.bing.net/th?id=OIP.j0PDFVHo-dFu5Jkd390kBgAAAA&pid=15.1,True,400,400,64.5
4,Breakfast,Onion Uthappam,,"morning, evening, night",https://rakskitchen.net/wp-content/uploads/2013/03/8527219504_0ddb2cde6f_z-360x360.jpg,True,360,360,31.8
5,Breakfast,Poori,,"morning, evening, night",https://www.subbuskitchen.com/wp-content/uploads/2017/01/Methi-Poori_finalforweb1-400x400.jpg,True,400,400,39.3
6,Breakfast,Chapati,,"morning, evening, night",https://cafenargun.com/wp-content/uploads/2021/10/Chapati-Recipe-_-How-to-Make-Chapati-_-Quick-Chapati-Recipe-400x400.png,True,400,400,261.5
7,Breakfast,Plain Prata,,"evening, night",https://ts3.mm.bing.net/th?id=OIP.JC_slYdAK0K8hb3NPKuI9wAAAA&pid=15.1,True,400,400,51.2
8,Breakfast,Egg Prata,,"evening, night",https://ts3.mm.bing.net/th?id=OIP.AUJp1oJ71SqF1_QByuC9yAAAAA&pid=15.1,True,400,400,52.5
9,Breakfast,Onion Prata,,"evening, night",https://ts2.mm.bing.net/th?id=OIP.x17-prJT3gBLASIfqMTP3AAAAA&pid=15.1,True,400,400,56.0
10,Breakfast,Egg Bread Toast,,morning,https://ts2.mm.bing.net/th?id=OIP.L9A-5WuprhpFnmgwRN6cgwAAAA&pid=15.1,True,474,395,39.9
11,Breakfast,Raagi Kanchi,,morning,https://revi.b-cdn.net/wp-content/uploads/2017/04/ragi-kanji-main-480x480.jpg,True,480,480,42.4
12,Breakfast,Idiyappam,,anytime,https://nishkitchen.com/wp-content/uploads/2016/03/IDIYAPPAM-1b-480x480.jpg,True,480,480,48.2
13,Breakfast,Puttu,,anytime,https://www.subbuskitchen.com/wp-content/uploads/2020/05/Puttu_final2-1-1024x681-1-400x400.jpg,True,400,400,30.5
14,Breakfast,Vadai,,"morning, evening",https://traditionallymodernfood.com/wp-content/uploads/2022/02/sabudana-vada-javvarisi-vadai-59-768x768.jpeg,True,768,768,103.8
15,Breakfast,Curry Puff,,"noon, night",https://ts1.mm.bing.net/th?id=OIP.La8veIDl86T3Qs4rZnYa9wAAAA&pid=15.1,True,474,474,29.1
16,Breakfast,Potato Puff,,"morning, evening",https://allmomsrecipes.com/wp-content/uploads/2025/02/image-40-360x361.png,True,360,361,191.8
17,Breakfast,Pongal,,morning,https://www.indianhealthyrecipes.com/wp-content/uploads/2021/01/sweet-pongal-chakkara-pongal-500x500.jpg,True,500,500,59.5
18,Breakfast,Lemon Rice,,"morning, noon",https://recipes.timesofindia.com/photo/53870704.cms,True,450,450,139.2
19,Breakfast,Tomato Rice,,"morning, noon",https://www.bbcgoodfoodme.com/assets/legacy/recipe/recipe-image/2018/07/mexican-rice.jpg,True,440,400,100.1
20,Breakfast,Curd Rice,,"morning, noon",https://www.mapsofindia.com/ci-moi-images/my-india/Curd-Rice-665x440.jpg,True,665,440,100.3
21,Breakfast,Bisibele Bath,,"morning, noon",https://myfoodstory.com/wp-content/uploads/2023/12/Millet-Bisi-Bele-Bath-13-400x400.jpg,True,400,400,67.7
22,Breakfast,Ghee Rice,,"morning, noon",https://mysorecafe.com.au/wp-content/uploads/2022/07/Ghee-Rice.png,True,450,450,321.0
23,Breakfast,Coconut Rice,,"morning, noon",https://ts3.mm.bing.net/th?id=OIP.nenL1G8wGkkLYxzVPfAgBQAAAA&pid=15.1,True,474,474,65.6
24,Breakfast,Briyani,,"noon, night",https://salsabd.com/wp-content/uploads/2023/06/KacchiBiryaniMutton_large.webp,True,480,480,107.6
25,Breakfast,Rice (plain),,"morning, noon",https://ts2.mm.bing.net/th?id=OIP.yrRwTSicKU78--rIrNsSHgAAAA&pid=15.1,True,474,417,33.8
26,Breakfast,Panipuri,,anytime,https://www.sailusfood.com/wp-content/uploads/2010/02/pani-puri.jpg,True,357,475,117.6
27,Breakfast,Masalapuri,,"noon, night",https://ts2.mm.bing.net/th?id=OIP.0Ayzwz2qygqs2gz5mzsIdQHaFj&pid=15.1,True,474,355,67.3
28,Breakfast,Egg Half Boiled,,anytime,https://i.ytimg.com/vi/Hc5t6BoYGc0/hqdefault.jpg,True,480,360,21.3
29,Breakfast,Egg Kalaki,,anytime,https://i.ytimg.com/vi/UYF7Lm57cXo/hqdefault.jpg,True,480,360,50.2
30,Sides,Tiffen Sambar,,anytime,https://ts1.mm.bing.net/th?id=OIP.CekbXdFpNEcb2Dl2-ZJeawAAAA&pid=15.1,True,474,474,41.1
31,Sides,Coconut Chutney,,anytime,https://www.mapsofindia.com/ci-moi-images/my-india/Coconut-chutney-665x468.jpg,True,665,468,94.8
32,Sides,Peanut Chutney,,anytime,https://ts1.mm.bing.net/th?id=OIP.BArnP9zXv5Im0kRQEB1WwAAAAA&pid=15.1,True,400,400,34.1
33,Sides,Onion Chutney,,anytime,https://ts1.mm.bing.net/th?id=OIP.HJq0hbDnWTQIHvDd4m6N5gAAAA&pid=15.1,True,474,474,45.7
34,Sides,Special Chutney,,anytime,https://ts1.mm.bing.net/th?id=OIP.HJq0hbDnWTQIHvDd4m6N5gAAAA&pid=15.1,True,474,474,45.7
35,Sides,Potato Poori Masala,,"morning, evening, night",https://www.mycookingjourney.com/wp-content/uploads/2011/12/potato-masala-for-poori-13-480x480.jpg,True,480,480,25.7
36,Sides,Veg Chapati Kuruma,,"morning, evening, night",https://ts2.mm.bing.net/th?id=OIP.oHRT65He_-ypcPmFyyjDXgAAAA&pid=15.1,True,474,474,73.2
37,Sides,Prata Salna,,"evening, night",https://www.sailusfood.com/wp-content/uploads/2013/12/parotta.jpg,True,317,475,138.8
38,Sides,Achar / Raitha,,anytime,https://www.indianhealthyrecipes.com/wp-content/uploads/2019/09/raita-500x500.jpg,True,500,500,59.9
39,Sides,Appalam,,anytime,https://mylaporeganapathys.com/wp-content/uploads/2025/05/dhal-appalam.jpg,True,450,450,62.3
40,Sides,Rasam,,anytime,https://recipes.timesofindia.com/photo/53552165.cms,True,450,450,144.4
41,Sides,Butter Milk,,anytime,https://ts3.mm.bing.net/th?id=OIP.SDB0y1oKkgKXLDk1FpMNEgAAAA&pid=15.1,True,474,474,36.0
42,Sides,Veg Curry,,"noon, night",https://vaya.in/recipes/wp-content/uploads/2018/03/Vegetable-Curry.jpg,True,800,533,218.0
43,Sides,Fish Curry,,"noon, night",https://thecookspyjamas.com/wp-content/uploads/Quick-Fish-Curry-550-thumbnail.jpg,True,550,550,87.5
44,Sides,Chicken Curry,,"noon, night",https://ts3.mm.bing.net/th?id=OIP.XwgoagCnu-RMz6KoNrLEQgAAAA&pid=15.1,True,474,474,44.5
45,Sides,Mutton Bone Curry,,"noon, night",https://recipes.timesofindia.com/photo/53975304.cms,True,450,450,139.6
46,Sides,Veg Koottu,,"noon, night",https://i.ytimg.com/vi/im5FQsa9dNo/hqdefault.jpg,True,480,360,38.4
47,Sides,Veg Fry / Veg Masala,,"noon, night",https://ts2.mm.bing.net/th?id=OIP.TaT7FLyJUPSYZYCCp_HWxQAAAA&pid=15.1,True,474,474,40.3
48,Sides,Veg Poriyal,,"noon, night",https://www.subbuskitchen.com/wp-content/uploads/2015/01/Kadamba-Curry_web1-400x400.jpg,True,400,400,40.5
49,Sides,Keerai Dhall,,anytime,https://i.pinimg.com/originals/ac/cb/0f/accb0f2a1fadba4838134097dc5bb885.png,True,320,400,298.0
50,Sides,Idly Podi with Oil,,anytime,https://vaya.in/recipes/wp-content/uploads/2019/10/Idli-Podi-and-Podi-Idly.jpg,True,480,320,87.0
51,Sides,Special Gravy,,"noon, night",https://ts4.mm.bing.net/th?id=OIP.w_R9tL_I9Ka1P_cb-KQlswHaHa&pid=15.1,True,474,474,41.2
52,Sides,Fresh Mixed Veg,,anytime,https://satinbakehousecafe.com/wp-content/uploads/2023/05/INDIAN-MIXED-VEG-SALAD-1.jpg,True,368,444,167.6
53,Sides,Sambal,,anytime,https://www.196flavors.com/wp-content/uploads/2020/09/sambal-1-FP.jpeg,True,680,680,27.5
54,Sides,Channa Masala,,"noon, night",https://www.thecuriouschickpea.com/wp-content/uploads/2018/08/chana-masala-2-480x480.jpg,True,480,480,139.0
55,Sides,Churumuri,,anytime,https://i.ytimg.com/vi/mXa--8Pf4Ts/hqdefault.jpg,True,480,360,43.9
56,Sides,Mixers,,anytime,https://m.media-amazon.com/images/I/41VOK5yKWwL._AC_.jpg,True,490,497,24.9
57,Sides,Rice,,"morning, noon",https://ts2.mm.bing.net/th?id=OIP.XDNf-G9AquxLjoaQrAemQAAAAA&pid=15.1,True,474,474,42.0
58,Lunch,Chicken Masala,,"noon, night",https://ts4.mm.bing.net/th?id=OIP.PzKfvCHJWA3TRoj9o51PjQAAAA&pid=15.1,True,474,474,32.9
59,Lunch,Mutton Masala,,"noon, night",https://www.snazzycuisine.com/wp-content/uploads/2020/02/Mutton-masala-480x450.jpg,True,480,450,35.6
